Token	True POS	Predicted POS
.	.	.
president	NN	NN
that	IN	IN
years	NNS	NNS
prisons	NNS	NNS
offers	VBZ	VBZ
much	JJ	JJ
:	:	:
devastation	NN	NN
million	CD	CD
that	IN	IN
``	``	``
demand	NN	NN
you	PRP	PRP
Merkur	NNP	NNP
make	VB	VB
advertising	NN	NN
to	TO	TO
Perelman	NNP	NN
decelerating	VBG	VBG
young	JJ	JJ
257.8	CD	CD
include	VBP	VBP
on	IN	IN
with	IN	IN
two	CD	CD
last	JJ	JJ
$	$	$
,	,	,
,	,	,
game	NN	NN
specialist	NN	NN
unit	NN	NN
of	IN	IN
our	PRP$	PRP$
directors	NNS	NNS
,	,	,
,	,	,
,	,	,
be	VB	VB
capital	NN	NN
in	IN	IN
.	.	.
advertising	NN	NN
59.5	CD	CD
1	CD	CD
-RRB-	)	)
Mr.	NNP	NNP
Pennsylvania	NNP	NNP
as	IN	IN
earthquake	NN	NN
around	IN	IN
races	NNS	NNS
earned	VBD	VBD
sold	VBN	VBN
sold	VBD	VBN
,	,	,
,	,	,
.	.	.
``	``	``
ostentation	NN	NN
a	DT	DT
gave	VBD	VBD
was	VBD	VBD
amid	IN	IN
to	TO	TO
.	.	.
:	:	:
n't	RB	RB
extraordinary	JJ	JJ
period	NN	NN
available	JJ	JJ
There	EX	EX
.	.	.
Traders	NNS	NNS
there	EX	EX
,	,	,
promotions	NNS	NNS
place	NN	NN
Spring	NNP	NN
.	.	.
force	NN	NN
current	JJ	JJ
``	``	``
uncertainty	NN	NN
26	CD	CD
liquidity	NN	NN
eight	CD	CD
.	.	.
Mr.	NNP	NNP
says	VBZ	VBZ
's	POS	POS
as	IN	IN
saw	VBD	VBD
.	.	.
disqualification	NN	NN
as	IN	IN
appeals	NNS	NNS
with	IN	IN
,	,	,
companies	NNS	NNS
Traders	NNS	NNS
said	VBD	VBD
investors	NNS	NNS
's	VBZ	POS
include	VBP	VBP
the	DT	DT
provide	VB	VB
Otherwise	RB	RB
a	DT	DT
Telesis	NNP	NNP
in	IN	IN
and	CC	CC
like	NN	IN
``	``	``
to	TO	TO
Employers	NNS	NNS
time	NN	NN
,	,	,
landfill	NN	NN
,	,	,
's	VBZ	POS
use	VBP	NN
,	,	,
to	TO	TO
net	NN	JJ
,	,	,
,	,	,
in	IN	IN
Guinness	NNP	NNP
time	NN	NN
age	NN	NN
pending	VBG	VBG
products	NNS	NNS
Kay	NNP	NNP
's	VBZ	POS
Cracking	VBG	VBG
my	PRP$	PRP$
1.48	CD	CD
's	POS	POS
have	VB	VBP
its	PRP$	PRP$
small	JJ	JJ
.	.	.
to	TO	TO
''	''	''
company	NN	NN
Capel	NNP	NNP
appearances	NNS	NNS
meantime	NN	NN
8	CD	CD
systems	NNS	NNS
.	.	.
's	POS	POS
his	PRP$	PRP$
356.1	CD	CD
,	,	,
visible	JJ	JJ
billion	CD	CD
on	IN	IN
jam	NN	NNP
the	DT	DT
of	IN	IN
being	VBG	VBG
as	IN	IN
use	VB	NN
that	IN	IN
,	,	,
Jan.	NNP	NNP
's	POS	POS
there	EX	EX
to	TO	TO
,	,	,
.	.	.
the	DT	DT
shoes	NNS	NNS
tax-deferred	JJ	JJ
companies	NNS	NNS
said	VBD	VBD
have	VB	VBP
fourth-largest	JJ	JJ
also	RB	RB
180.9	CD	CD
the	DT	DT
Bank	NNP	NN
issued	VBN	VBN
of	IN	IN
A	DT	DT
they	PRP	PRP
completed	VBD	VBN
$	$	$
an	DT	DT
$	$	$
Contract	NNP	NN
Tangible	JJ	JJ
dismal	JJ	JJ
remaining	VBG	VBG
bill	NN	NN
chips	NNS	NNS
from	IN	IN
oil	NN	NN
's	POS	POS
including	VBG	VBG
been	VBN	VBN
Societe	NNP	NNP
But	CC	CC
on	IN	IN
bloc	NN	NN
reforms	NNS	NNS
Pharmics	NNP	NNP
in	IN	IN
who	WP	WP
of	IN	IN
to	TO	TO
,	,	,
network	NN	NN
exposed	VBN	VBN
were	VBD	VBD
operations	NNS	NNS
's	POS	POS
or	CC	CC
five	CD	CD
4.6	CD	CD
added	VBD	VBD
and	CC	CC
many	JJ	JJ
in	IN	IN
interest	NN	NN
Confair	NNP	NNP
the	DT	DT
1990	CD	CD
:	:	:
Corp.	NNP	NNP
at	IN	IN
highest	JJS	JJS
.	.	.
and	CC	CC
's	VBZ	POS
by	IN	IN
0.2	CD	CD
offered	VBN	VBN
tax	NN	NN
in	IN	IN
massive	JJ	JJ
stock	NN	NN
bursts	NNS	NNS
of	IN	IN
the	DT	DT
.	.	.
her	PRP$	PRP$
the	DT	DT
people	NNS	NNS
Already	RB	RB
that	WDT	IN
I	PRP	PRP
federal	JJ	JJ
approximately	RB	RB
off	IN	IN
in	IN	IN
because	IN	IN
,	,	,
sue	VB	VB
was	VBD	VBD
I	PRP	PRP
Source	NN	NN
the	DT	DT
30	CD	CD
million	CD	CD
said	VBD	VBD
storm	NN	NN
,	,	,
's	POS	POS
%	NN	NN
the	DT	DT
in	IN	IN
talks	VBZ	NNS
as	IN	IN
gains	NNS	NNS
``	``	``
$	$	$
area	NN	NN
reseller	JJR	JJR
it	PRP	PRP
general	JJ	JJ
,	,	,
said	VBD	VBD
prevents	VBZ	VBZ
also	RB	RB
Risk	NN	NN
Wells	NNP	NNS
sponsors	NNS	NNS
.	.	.
businesses	NNS	NNS
--	:	:
%	NN	NN
bonds	NNS	NNS
committee	NN	NNP
week	NN	NN
on	IN	IN
market	NN	NN
day	NN	NN
The	DT	DT
to	TO	TO
this	DT	DT
provision	NN	NN
up	IN	IN
And	CC	CC
,	,	,
of	IN	IN
won	VBD	VBD
bailouts	NNS	NNS
attorney	NN	NN
determined	VBN	VBN
consumer	NN	NN
northern	JJ	JJ
the	DT	DT
investing	VBG	VBG
week	NN	NN
No.	NN	NN
at	IN	IN
in	IN	IN
was	VBD	VBD
House	NNP	NNP
BBDO	NNP	NNP
men	NNS	NNS
funds	NNS	NNS
Association	NNP	NNP
do	VBP	VBP
violated	VBD	VBD
eliminate	VB	VB
the	DT	DT
checks	NNS	NNS
$	$	$
problems	NNS	NNS
poverty	NN	NN
risen	VBN	VB
whose	WP$	WP$
and	CC	CC
''	''	''
the	DT	DT
Co.	NNP	NNP
Johnson	NNP	NNP
talk	VB	VB
the	DT	DT
Over	IN	IN
with	IN	IN
,	,	,
analysts	NNS	NNS
Cheap	JJ	JJ
Trelleborg	NNP	NNP
150.8	CD	CD
says	VBZ	VBZ
operations	NNS	NNS
willing	JJ	JJ
raider	NN	NN
what	WP	WP
enhanced	VBN	VBN
so	RB	RB
identified	VBN	VBN
exchange	NN	NNP
,	,	,
Broadcast	NNP	NN
Inc.	NNP	NNP
had	VBD	VBD
,	,	,
bank	NN	NN
example	NN	NN
,	,	,
most	RBS	RBS
of	IN	IN
.	.	.
company	NN	NN
her	PRP$	PRP$
$	$	$
expecting	VBG	VBG
seven-eighths	NNS	CD
I	PRP	PRP
.	.	.
brand	NN	NN
existing	VBG	VBG
8,880	CD	CD
year-to-year	JJ	JJ
,	,	,
legislation	NN	NN
:	:	:
the	DT	DT
of	IN	IN
its	PRP$	PRP$
be	VB	VB
.	.	.
to	TO	TO
investment	NN	NN
This	DT	DT
the	DT	DT
.	.	.
pregnant	JJ	JJ
has	VBZ	VBZ
a	DT	DT
.	.	.
,	,	,
Star	NNP	NNP
has	VBZ	VBZ
,	,	,
communities	NNS	NNS
,	,	,
offer	VB	NN
in	IN	IN
share	NN	NN
House	NNP	NNP
Decent	JJ	JJ
to	TO	TO
economic	JJ	JJ
rows	NNS	VBZ
in	IN	IN
range	NN	NN
current	JJ	JJ
columnist	NN	NN
decide	VBP	VB
share	NN	NN
Brewing	NNP	NN
,	,	,
as	IN	IN
upon	IN	IN
yesterday	NN	NN
British	NNP	JJ
event	NN	NN
performance	NN	NN
the	DT	DT
managers	NNS	NNS
for	IN	IN
stocks	NNS	NNS
Broadcasting	NNP	NNP
York	NNP	NNP
to	TO	TO
short	JJ	JJ
time	NN	NN
U.K.	NNP	NNP
House	NNP	NNP
brands	NNS	NNS
philosophy	NN	NN
unit	NN	NN
avoid	VB	VB
,	,	,
to	TO	TO
to	TO	TO
for	IN	IN
and	CC	CC
a	DT	DT
%	NN	NN
of	IN	IN
it	PRP	PRP
,	,	,
,	,	,
no	DT	DT
performer	NN	JJ
here	RB	RB
.	.	.
that	IN	IN
EC	NNP	NNP
,	,	,
China	NNP	NNP
Odeon	NNP	NNP
.	.	.
in	IN	IN
,	,	,
's	POS	POS
Driver	NNP	NN
ended	VBN	VBD
the	DT	DT
,	,	,
at	IN	IN
Inc.	NNP	NNP
,	,	,
faced	VBN	VBN
.	.	.
Pentagon	NNP	NNP
and	CC	CC
to	TO	TO
blamed	VBN	VBD
.	.	.
2.75	CD	CD
purchased	VBN	VBN
The	DT	DT
.	.	.
investors	NNS	NNS
$	$	$
the	DT	DT
floor	NN	NN
carry	VB	VB
are	VBP	VBP
and	CC	CC
,	,	,
.	.	.
dubbed	VBN	VBN
his	PRP$	PRP$
it	PRP	PRP
he	PRP	PRP
Hungary	NNP	NNP
a	DT	DT
adds	VBZ	VBZ
but	CC	CC
name	VB	NN
transaction	NN	NN
pressure	NN	NN
Gary	NNP	NNP
to	TO	TO
``	``	``
.	.	.
for	IN	IN
and	CC	CC
.	.	.
bid	NN	NN
Timken	NNP	NNP
4,320	CD	CD
$	$	$
Doman	NNP	NNP
RTC	NNP	NNP
hope	NN	NN
both	DT	DT
inspectors	NNS	NNS
;	:	:
last	JJ	JJ
His	PRP$	PRP$
.	.	.
``	``	``
1989	CD	CD
from	IN	IN
the	DT	DT
.	.	.
flow	NN	NN
released	VBN	VBN
Department	NNP	NNP
are	VBP	VBP
``	``	``
real-estate	NN	NN
an	DT	DT
fourth	JJ	JJ
priority	NN	NN
in	IN	IN
at	IN	IN
blacks	NNS	NNS
.	.	.
map	NN	NNP
one-time	JJ	JJ
as	IN	IN
try	VBP	VB
of	IN	IN
the	DT	DT
federal	JJ	JJ
favorable	JJ	JJ
institutions	NNS	NNS
American	NNP	NNP
United	NNP	NNP
sport	NN	NN
also	RB	RB
the	DT	DT
Investors	NNS	NNS
as	IN	IN
to	TO	TO
amplifier	NN	NN
,	,	,
,	,	,
the	DT	DT
trash	NN	NN
early	JJ	JJ
software	NN	NN
agency	NN	NN
actual	JJ	JJ
a	DT	DT
a	DT	DT
%	NN	NN
McKinnon	NNP	NNP
leader	NN	NN
widespread	JJ	JJ
borrowing	NN	NN
resulting	VBG	VBG
demand	VB	NN
%	NN	NN
for	IN	IN
National	NNP	NNP
groups	NNS	NNS
a	DT	DT
proposal	NN	NN
``	``	``
Sen.	NNP	NNP
singer	NN	NN
whether	IN	IN
all	DT	DT
June	NNP	NNP
himself	PRP	PRP
is	VBZ	VBZ
neutron	NN	NN
dollar	NN	NN
when	WRB	WRB
it	PRP	PRP
the	DT	DT
,	,	,
rendition	NN	NN
for	IN	IN
Columbia	NNP	NNP
selected	VBN	VBN
Hager	NNP	NN
crazy	JJ	JJ
were	VBD	VBD
.	.	.
want	VBP	VBP
unsuccessful	JJ	JJ
the	DT	DT
.	.	.
''	''	''
's	POS	POS
are	VBP	VBP
Schulman	NNP	NNP
the	DT	DT
created	VBN	VBN
Most	JJS	RBS
1990	CD	CD
fragment	NN	NN
some	DT	DT
,	,	,
commentators	NNS	NNS
from	IN	IN
Bunker	NNP	NNP
to	TO	TO
companies	NNS	NNS
earnings	NNS	NNS
Beefeater	NNP	NNP
human	JJ	JJ
,	,	,
producers	NNS	NNS
Industries	NNP	NNP
signed	VBN	VBD
previous	JJ	JJ
''	''	''
well	RB	RB
and	CC	CC
this	DT	DT
former	JJ	JJ
Already	RB	RB
Warner	NNP	NNP
on	IN	IN
$	$	$
the	DT	DT
court	NN	NN
a	DT	DT
ban	VB	NN
policy	NN	NN
has	VBZ	VBZ
on	IN	IN
``	``	``
of	IN	IN
than	IN	IN
Ariz.	NNP	NNP
pay	VBP	VB
ruled	VBN	VBD
$	$	$
it	PRP	PRP
's	POS	POS
which	WDT	WDT
50-50	JJ	JJ
paid	VBD	VBN
''	''	''
live	VB	VB
interests	NNS	NNS
,	,	,
stressed	VBD	VBD
but	CC	CC
stations	NNS	NNS
agencies	NNS	NNS
scratched	VBN	VBN
room	NN	NN
year	NN	NN
by	IN	IN
came	VBD	VBD
be	VB	VB
uncomfortable	JJ	JJ
,	,	,
of	IN	IN
been	VBN	VBN
own	VB	JJ
IBM	NNP	NNP
and	CC	CC
Spouse	NN	NN
.	.	.
,	,	,
In	IN	IN
and	CC	CC
approach	NN	NN
we	PRP	PRP
charities	NNS	NNS
has	VBZ	VBZ
could	MD	MD
the	DT	DT
for	IN	IN
the	DT	DT
controlled	VBN	VBN
to	TO	TO
said	VBD	VBD
?	.	.
man	NN	NN
of	IN	IN
,	,	,
plant	NN	NN
a	DT	DT
are	VBP	VBP
other	JJ	JJ
for	IN	IN
realities	NNS	NNS
are	VBP	VBP
offered	VBD	VBN
...	:	:
futures-related	JJ	JJ
,	,	,
a	DT	DT
trust	NN	NNP
completed	VBN	VBN
waiting	VBG	VBG
management	NN	NN
Hong	NNP	NNP
Express	NNP	NNP
its	PRP$	PRP$
Associates	NNPS	NNPS
sound	NN	NN
currency	NN	NN
has	VBZ	VBZ
,	,	,
,	,	,
and	CC	CC
,	,	,
's	POS	POS
%	NN	NN
in	IN	IN
wife	NN	NN
of	IN	IN
cars	NNS	NNS
at	IN	IN
new	JJ	JJ
.	.	.
priority	NN	NN
furniture	NN	NN
the	DT	DT
it	PRP	PRP
included	VBD	VBD
certificates	NNS	NNS
's	VBZ	POS
slightly	RB	RB
stuck	VBN	VBN
,	,	,
eggs	NNS	NNS
adviser	NN	NN
that	IN	IN
of	IN	IN
'	POS	POS
Bank	NNP	NN
loan	NN	NN
Index	NNP	NN
price-earnings	JJ	JJ
,	,	,
reorganization	NN	NN
the	DT	DT
travel	NN	NN
,	,	,
eight	CD	CD
end	VB	NN
-LCB-	(	(
specifications	NNS	NNS
The	DT	DT
months	NNS	NNS
the	DT	DT
So	RB	RB
Resources	NNP	NNS
the	DT	DT
by	IN	IN
that	IN	IN
operations	NNS	NNS
for	IN	IN
could	MD	MD
personal	JJ	JJ
run	NN	VB
at	IN	IN
financial	JJ	JJ
Boren	NNP	NNP
,	,	,
$	$	$
speculate	VB	VBP
only	RB	RB
be	VB	VB
he	PRP	PRP
door	NN	NN
-LRB-	(	(
''	''	''
the	DT	DT
more	JJR	JJR
its	PRP$	PRP$
,	,	,
four-mile	JJ	JJ
Conway	NNP	NNP
before	IN	IN
,	,	,
An	DT	DT
,	,	,
Economic	NNP	JJ
he	PRP	PRP
.	.	.
declines	NNS	NNS
will	MD	MD
article	NN	NN
push	NN	VB
times	NNS	NNS
again	RB	RB
,	,	,
Maxxam	NNP	NNP
funds	NNS	NNS
weak	JJ	JJ
type	NN	NN
risk	NN	NN
adjusted	VBN	VBN
largest	JJS	JJS
of	IN	IN
liquor	NN	NN
of	IN	IN
Mr.	NNP	NNP
previous	JJ	JJ
car	NN	NN
per	IN	IN
%	NN	NN
Co.	NNP	NNP
period	NN	NN
,	,	,
year	NN	NN
to	TO	TO
after	IN	IN
Inc.	NNP	NNP
million	CD	CD
economy	NN	NN
invited	VBN	VBN
its	PRP$	PRP$
Seidman	NNP	NNP
Which	WDT	WDT
the	DT	DT
really	RB	RB
,	,	,
Earthquake	NN	NN
year-earlier	JJ	JJ
to	TO	TO
the	DT	DT
a	DT	DT
the	DT	DT
are	VBP	VBP
also	RB	RB
while	IN	IN
as	IN	IN
bankruptcy	NN	NN
rolled	VBN	VBN
plans	VBZ	NNS
unit	NN	NN
Paramount	NNP	NNP
energy	NN	NN
good	JJ	JJ
in	IN	IN
capital	NN	NN
public	JJ	JJ
--	:	:
editions	NNS	NNS
,	,	,
have	VBP	VBP
Washington	NNP	NNP
required	VBN	VBN
general	JJ	JJ
a	DT	DT
interests	NNS	NNS
He	PRP	PRP
will	MD	MD
's	VBZ	POS
15	CD	CD
``	``	``
.	.	.
of	IN	IN
the	DT	DT
in	IN	IN
lost	VBD	VBD
The	DT	DT
100	CD	CD
decided	VBD	VBD
replacement	NN	NN
the	DT	DT
prices	NNS	NNS
damage	NN	NN
of	IN	IN
funds	NNS	NNS
%	NN	NN
like	IN	IN
Kelly	NNP	NNP
of	IN	IN
the	DT	DT
.	.	.
for	IN	IN
,	,	,
who	WP	WP
logo	NN	NN
it	PRP	PRP
arbitrage	NN	NN
$	$	$
U.S.	NNP	NNP
symbolic	JJ	NN
properties	NNS	NNS
board	NN	NN
for	IN	IN
arrived	VBD	VBD
Mr.	NNP	NNP
increased	VBN	VBN
,	,	,
gold	NN	NN
Mr.	NNP	NNP
more	RBR	JJR
the	DT	DT
Earthquake	NNP	NN
170	CD	CD
have	VBP	VBP
are	VBP	VBP
as	IN	IN
nine	CD	CD
.	.	.
with	IN	IN
AMR	NNP	NNP
,	,	,
days	NNS	NNS
$	$	$
Boston	NNP	NNP
June	NNP	NNP
about	IN	IN
An	DT	DT
but	CC	CC
round	NN	NN
Sept.	NNP	NNP
N.V	NNP	NNP
believe	VBP	VBP
little	JJ	JJ
funds	NNS	NNS
Limited	NNP	JJ
Fire	NNP	NN
-LRB-	(	(
,	,	,
of	IN	IN
real	JJ	JJ
Mr.	NNP	NNP
up	IN	IN
.	.	.
.	.	.
the	DT	DT
's	POS	POS
options	NNS	NNS
of	IN	IN
have	VB	VBP
a	DT	DT
were	VBD	VBD
day-to-day	JJ	JJ
widely	RB	RB
while	IN	IN
an	DT	DT
Guber	NNP	NNP
refused	VBD	VBD
.	.	.
on	IN	IN
.	.	.
known	VBN	VBN
.	.	.
3\/4	CD	CD
Generale	NNP	NNP
they	PRP	PRP
Institut	NNP	NNP
as	IN	IN
profit	VB	NN
Jackson	NNP	NNP
the	DT	DT
more	JJR	JJR
by	IN	IN
's	POS	POS
commitment	NN	NN
action	NN	NN
allies	NNS	NNS
Bremen	NNP	NNS
less-than-truckload	JJ	JJ
remained	VBD	VBD
``	``	``
noticed	VBD	VBD
more	JJR	JJR
,	,	,
begun	VBN	VBN
Galileo	NNP	NNP
Legal	NNP	JJ
before	IN	IN
heat	NN	NN
impression	NN	NN
,	,	,
of	IN	IN
.	.	.
federal	JJ	JJ
strategies	NNS	NNS
of	IN	IN
tax	NN	NN
In	IN	IN
on	IN	IN
months	NNS	NNS
and	CC	CC
.	.	.
the	DT	DT
rose	VBD	VBD
of	IN	IN
new	JJ	JJ
leading	VBG	VBG
a	DT	DT
from	IN	IN
This	DT	DT
the	DT	DT
25.8	CD	CD
the	DT	DT
of	IN	IN
made	VBN	VBN
.	.	.
salaries	NNS	NNS
prove	VB	VB
barrier	NN	NN
budget	NN	NN
of	IN	IN
,	,	,
futile	JJ	JJ
and	CC	CC
n't	RB	RB
the	DT	DT
has	VBZ	VBZ
Africa	NNP	NNP
of	IN	IN
floor	NN	NN
representing	VBG	VBG
in	IN	IN
.	.	.
There	EX	EX
Bridge	NNP	NNP
a	DT	DT
give	VB	VB
Federal	NNP	JJ
he	PRP	PRP
billion	CD	CD
they	PRP	PRP
Touche	NNP	NNP
children	NNS	NNS
''	''	''
at	IN	IN
,	,	,
well	RB	RB
's	POS	POS
some	DT	DT
Sterling	NNP	NNP
,	,	,
Data	NNP	NNS
3.46	CD	CD
very	RB	RB
El	NNP	NNP
struggle	NN	NN
this	DT	DT
law	NN	NN
.	.	.
far	RB	RB
figures	VBZ	NNS
time	NN	NN
,	,	,
,	,	,
.	.	.
situation	NN	NN
in	IN	IN
bit	NN	NN
Co.	NNP	NNP
are	VBP	VBP
of	IN	IN
the	DT	DT
Inc	NNP	NNP
``	``	``
over	IN	IN
$	$	$
jury	NN	NN
1\/2	CD	CD
,	,	,
Now	RB	RB
under	IN	IN
rewards	VBZ	NNS
half	VB	NN
on	IN	IN
.	.	.
they	PRP	PRP
manager	NN	NN
second-story	JJ	JJ
on	IN	IN
a	DT	DT
for	IN	IN
It	PRP	PRP
$	$	$
danger	NN	NN
the	DT	DT
visit	NN	NN
the	DT	DT
in	IN	IN
for	IN	IN
Puerto	NNP	NNP
evaluate	VB	VB
it	PRP	PRP
revenue	NN	NN
perhaps	RB	RB
economists	NNS	NNS
Advancers	NNS	NNS
effectively	RB	RB
which	WDT	WDT
slower	JJR	JJR
I	PRP	PRP
interest	NN	NN
list	NN	NN
of	IN	IN
Robles	NNP	NNS
earnings	NNS	NNS
covering	VBG	VBG
not	RB	RB
business	NNP	NN
in	IN	IN
reporter	NN	NN
nations	NNS	NNS
Reebok	NNP	NNP
customers	NNS	NNS
time	NN	NN
largest	JJS	JJS
affected	VBN	VBN
parent	NN	NN
,	,	,
from	IN	IN
65-day	VB	JJ
25,000	CD	CD
the	DT	DT
deposits	NNS	NNS
eliminated	VBD	VBN
&	CC	CC
Loral	NNP	NNP
1989	CD	CD
were	VBD	VBD
the	DT	DT
parties	NNS	NNS
,	,	,
2,610	CD	CD
fiscal	JJ	JJ
ruled	VBN	VBD
%	NN	NN
,	,	,
225	CD	CD
vice	NN	NN
addition	NN	NN
,	,	,
there	EX	EX
each	DT	DT
Chicago	NNP	NNP
reinsurance	NN	NN
such	JJ	JJ
of	IN	IN
cases	NNS	NNS
lightly	RB	RB
data	NNS	NNS
reached	VBN	VBN
down	RB	RB
385	CD	CD
exchange	NN	NNP
which	WDT	WDT
pruning	NN	VBG
Seger-Elvekrog	NNP	NNP
at	IN	IN
appeared	VBD	VBD
the	DT	DT
and	CC	CC
to	TO	TO
an	DT	DT
withstand	VB	VB
wrote	VBD	VBD
of	IN	IN
year	NN	NN
We	PRP	PRP
research	VBP	NN
in	IN	IN
management	NN	NN
as	IN	IN
machines	NNS	NNS
new	JJ	JJ
Bowles	NNP	NNP
County	NNP	NNP
also	RB	RB
.	.	.
sometimes	RB	RB
to	TO	TO
of	IN	IN
close	VB	VB
Inc.	NNP	NNP
York	NNP	NNP
for	IN	IN
,	,	,
registration	NN	NN
cents	NNS	NNS
Congress	NNP	NNP
isolated	VBN	VBN
it	PRP	PRP
%	NN	NN
and	CC	CC
12	CD	CD
monetary	JJ	JJ
they	PRP	PRP
among	IN	IN
Michael	NNP	NNP
working	VBG	VBG
Wall	NNP	NNP
the	DT	DT
''	''	''
firm	NN	NN
:	:	:
crude	JJ	NN
now	RB	RB
the	DT	DT
senior	JJ	JJ
admission	NN	NN
section	NN	NN
,	,	,
prefer	VB	VBP
costs	NNS	NNS
Bay	NNP	NNP
ones	NNS	NNS
Business	NNP	NN
earthquake	NN	NN
million	CD	CD
fewer	RBR	JJR
hit	VBN	VBD
secretary	NN	NNP
of	IN	IN
.	.	.
so	RB	RB
.	.	.
newsprint	NN	NN
place	NN	NN
and	CC	CC
,	,	,
Committee	NNP	NNP
bought	VBD	VBD
BDO	NNP	NNP
filled	VBN	VBN
door	NN	NN
these	DT	DT
garages	NNS	NNS
in	IN	IN
would	MD	MD
the	DT	DT
million	CD	CD
.	.	.
frequently	RB	RB
hard	JJ	JJ
month	NN	NN
In	IN	IN
a	DT	DT
revenue	NN	NN
,	,	,
'	POS	POS
overhaul	NN	NN
because	IN	IN
foreign	JJ	JJ
the	DT	DT
courtyard	NN	NN
Guinness	NNP	NNP
work	NN	NN
money	NN	NN
The	DT	DT
par	NN	NN
HEYNOW	NNP	VB
business	NN	NN
.	.	.
%	NN	NN
``	``	``
4.6	CD	CD
by	IN	IN
is	VBZ	VBZ
funds	NNS	NNS
find	VBP	VB
from	IN	IN
the	DT	DT
the	DT	DT
to	TO	TO
under	IN	IN
we	PRP	PRP
flight	NN	NN
,	,	,
,	,	,
night	NN	NN
U.S.	NNP	NNP
million	CD	CD
a	DT	DT
inflation	NN	NN
LJN	NNP	NNP
establish	VB	VB
January	NNP	NNP
Unamused	JJ	JJ
approved	VBD	VBD
's	POS	POS
begun	VBN	VBN
Heating	NN	VBG
for	IN	IN
her	PRP	PRP$
to	TO	TO
``	``	``
they	PRP	PRP
watts	NNS	NNS
let	VB	VB
for	IN	IN
The	DT	DT
senior	JJ	JJ
some	DT	DT
,	,	,
.	.	.
,	,	,
$	$	$
of	IN	IN
cents	NNS	NNS
EURODOLLARS	NNS	NNS
ad	NN	NN
Investment	NNP	NN
,	,	,
an	DT	DT
%	NN	NN
n't	RB	RB
agency	NN	NN
are	VBP	VBP
on	IN	IN
60	CD	CD
a	DT	DT
the	DT	DT
said	VBD	VBD
Friday	NNP	NNP
theft	NN	NN
's	POS	POS
Ford	NNP	NNP
over	IN	IN
19.98	CD	CD
service	VB	NN
profitable	JJ	JJ
.	.	.
up	IN	IN
rumors	NNS	NNS
hours	NNS	NNS
'll	MD	MD
loss	NN	NN
match	VBP	VB
insurance	NN	NN
the	DT	DT
Carlos	NNP	NNP
crept	VBN	NN
situation	NN	NN
a	DT	DT
,	,	,
.	.	.
earlier	RBR	RBR
million	CD	CD
,	,	,
should	MD	MD
207	CD	CD
focus	NN	NN
vice	NN	NN
;	:	:
constant	JJ	JJ
,	,	,
change	VB	NN
in	IN	IN
shutoff	NN	NN
.	.	.
at	IN	IN
a	DT	DT
who	WP	WP
that	WDT	IN
Social	NNP	NNP
Manufacturing	NNP	NN
it	PRP	PRP
has	VBZ	VBZ
buy	VB	VB
abortions	NNS	NNS
showing	VBG	VBG
n't	RB	RB
million	CD	CD
will	MD	MD
products	NNS	NNS
7.42	CD	CD
the	DT	DT
the	DT	DT
,	,	,
with	IN	IN
in	IN	IN
in	IN	IN
that	WDT	IN
was	VBD	VBD
,	,	,
parts	NNS	NNS
%	NN	NN
age	NN	NN
N.J.	NNP	NNP
fans	NNS	NNS
6.9	CD	CD
and	CC	CC
Tokyo	NNP	NNP
spread	NN	NN
some	DT	DT
younger	JJR	JJR
Denver-based	NNP	JJ
low	JJ	JJ
and	CC	CC
volume	NN	NN
first	JJ	JJ
Wacoal	NNP	NNP
a	DT	DT
some	DT	DT
,	,	,
to	TO	TO
,	,	,
sunshine	NN	NN
.	.	.
rail	NN	NN
the	DT	DT
The	DT	DT
BellSouth	NNP	NNP
we	PRP	PRP
,	,	,
and	CC	CC
CBOE	NNP	NNP
homosexual	JJ	JJ
loyal	JJ	JJ
car	NN	NN
8	CD	CD
According	VBG	VBG
first	JJ	JJ
hope	NN	NN
was	VBD	VBD
Pettee	NNP	NNP
class	NN	NN
net	NN	JJ
VAX	NNP	NNP
C$	$	$
--	:	:
transaction	NN	NN
from	IN	IN
first	JJ	JJ
,	,	,
have	VBP	VBP
can	MD	MD
Rayon	NNP	NNP
reported	VBD	VBD
years	NNS	NNS
it	PRP	PRP
of	IN	IN
their	PRP$	PRP$
to	TO	TO
hot-dipped	JJ	JJ
containers	NNS	NNS
chief	JJ	JJ
the	DT	DT
support	NN	NN
a	DT	DT
named	VBN	VBN
violating	VBG	VBG
UAL	NNP	NNP
County	NNP	NNP
group	NN	NN
reacted	VBD	VBD
of	IN	IN
$	$	$
and	CC	CC
Arias	NNP	NNP
buying	VBG	VBG
.	.	.
least	JJS	JJS
Steinhardt	NNP	NNP
into	IN	IN
.	.	.
PLC	NNP	NNP
said	VBD	VBD
Security	NNP	NN
million	CD	CD
New	NNP	JJ
forecast	NN	NN
to	TO	TO
a	DT	DT
right	NN	NN
all	DT	DT
at	IN	IN
is	VBZ	VBZ
Walt	NNP	NNP
low	JJ	JJ
.	.	.
earliest	JJS	JJS
%	NN	NN
love	VB	VBP
privately	RB	RB
worried	VBN	VBN
Because	IN	IN
problem	NN	NN
Europe	NNP	NNP
About	IN	IN
for	IN	IN
and	CC	CC
shift	NN	NN
wo	MD	MD
for	IN	IN
Noxell	NNP	NNP
the	DT	DT
financial	JJ	JJ
,	,	,
by	IN	IN
gained	VBD	VBD
mainframe-class	JJ	JJ
